day	avg_size	avg_speed	avg_senserange	n_creatures
861	1021	3543	1067	36
862	1023	3546	1068	37
863	1024	3545	1068	36
864	1025	3546	1069	40
865	1027	3543	1071	37
866	1027	3540	1071	35
867	1027	3538	1070	35
868	1027	3542	1070	38
869	1028	3544	1071	43
870	1027	3541	1071	36
871	1026	3539	1072	32
872	1025	3538	1072	38
873	1024	3536	1073	37
874	1023	3539	1074	32
875	1022	3548	1072	40
876	1021	3553	1072	37
877	1022	3554	1072	34
878	1022	3556	1071	35
879	1020	3561	1069	43
880	1020	3560	1067	41
881	1017	3564	1067	37
882	1019	3558	1069	35
883	1018	3562	1070	38
884	1020	3569	1069	42
885	1017	3572	1068	35
886	1016	3581	1070	32
887	1015	3590	1070	39
888	1017	3599	1068	44
889	1012	3608	1067	38
890	1012	3609	1068	32
891	1014	3617	1068	36
892	1015	3624	1068	36
893	1016	3633	1070	39
894	1017	3638	1073	35
895	1017	3648	1072	29
896	1015	3657	1072	37
897	1016	3662	1070	37
898	1017	3668	1071	36
899	1018	3673	1070	35
900	1017	3679	1071	38
901	1022	3678	1070	35
902	1023	3680	1071	33
903	1022	3683	1070	31
904	1022	3691	1070	34
905	1019	3695	1069	36
906	1019	3696	1070	41
907	1018	3702	1067	34
908	1021	3706	1067	30
909	1020	3709	1066	34
910	1019	3715	1067	36
911	1021	3717	1069	35
912	1021	3719	1070	31
913	1019	3725	1071	30
914	1018	3733	1072	35
915	1022	3740	1072	38
916	1022	3744	1073	34
917	1023	3747	1074	32
918	1019	3748	1074	31
919	1019	3752	1072	26
920	1016	3753	1072	34
921	1014	3757	1073	37
922	1010	3755	1073	38
923	1006	3757	1073	35
924	1004	3762	1074	29
925	1004	3760	1075	32
926	1004	3761	1078	34
927	1003	3761	1079	33
928	1002	3763	1079	31
929	1003	3768	1080	33
930	1004	3770	1081	33
931	1004	3772	1081	31
932	1003	3774	1081	34
933	1002	3778	1082	39
934	1000	3780	1083	34
935	1000	3780	1083	30
936	1000	3781	1083	38
937	1001	3777	1082	34
938	1000	3782	1080	28
939	1001	3783	1079	28
940	1000	3789	1077	36
941	999	3794	1077	34
942	1000	3792	1077	38
943	1002	3794	1077	38
944	1004	3795	1079	31
945	1004	3798	1080	32
946	1002	3800	1081	29
947	1001	3801	1081	35
948	998	3802	1081	31
949	999	3804	1081	32
950	998	3812	1082	30
951	997	3817	1082	31
952	997	3820	1082	34
953	998	3827	1083	35
954	999	3827	1082	31
955	1001	3829	1082	31
956	1002	3830	1083	35
957	999	3832	1084	33
958	998	3836	1085	28
959	999	3836	1086	28
960	998	3833	1088	35
961	999	3835	1088	33
962	995	3835	1086	34
963	993	3836	1083	35
964	991	3838	1083	34
965	988	3841	1083	35
966	986	3846	1084	35
967	986	3849	1086	27
968	986	3847	1084	30
969	985	3852	1082	32
970	985	3849	1078	37
971	983	3852	1078	31
972	984	3853	1079	28
973	988	3850	1079	34
974	986	3848	1078	32
975	987	3851	1079	32
976	985	3855	1079	37
977	985	3854	1080	35
978	984	3854	1080	32
979	984	3853	1081	30
980	985	3859	1080	29
981	984	3866	1079	32
982	983	3869	1078	37
983	983	3872	1078	30
984	985	3872	1079	35
985	985	3868	1081	35
986	984	3866	1081	36
987	984	3870	1081	35
988	983	3875	1081	32
989	982	3879	1077	31
990	981	3881	1074	28
